pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w,timestamp,orientation.x,orientation.y,orientation.z,orientation.w,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,enc1,enc2,enc3,enc4,vel1,vel2,vel3,vel4,m1current,m2current,m3current,m4current,orient_cov_1,orient_cov_2,orient_cov_3,orient_cov_4,orient_cov_5,orient_cov_6,orient_cov_7,orient_cov_8,orient_cov_9,angvel_cov_1,angvel_cov_2,angvel_cov_3,angvel_cov_4,angvel_cov_5,angvel_cov_6,angvel_cov_7,angvel_cov_8,angvel_cov_9,linacc_cov_1,linacc_cov_2,linacc_cov_3,linacc_cov_4,linacc_cov_5,linacc_cov_6,linacc_cov_7,linacc_cov_8,linacc_cov_9
-2.531978,1.992039,1.212518,0.132000,-0.146387,0.717767,0.667801,0.068336,0.222780,0.054017,-0.890206,0.393680,0.000000,0.000519,0.000593,0.040000,0.029333,0.019333,41228.000000,41225.000000,41345.000000,41342.000000,0.000000,0.000000,0.000000,0.000000,-24.600000,-63.800000,-34.000000,-45.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.532005,1.992061,1.212505,0.131977,-0.146357,0.717805,0.667770,0.077336,0.222780,0.054017,-0.890206,0.393680,0.000000,0.000444,0.000667,0.040000,0.028000,0.018000,41228.000000,41225.000000,41345.000000,41342.000000,0.000000,0.000000,0.000000,0.000000,-24.666667,-64.000000,-33.000000,-45.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.532025,1.992172,1.212557,0.132001,-0.146777,0.717907,0.667564,0.087077,0.222780,0.054017,-0.890206,0.393680,0.000000,0.000370,0.000741,0.040000,0.026667,0.016667,41228.000000,41225.000000,41345.000000,41342.000000,0.000000,0.000000,0.000000,0.000000,-24.733333,-64.200000,-32.000000,-45.933333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.532030,1.992007,1.212490,0.132022,-0.146278,0.717911,0.667665,0.094753,0.222780,0.054017,-0.890206,0.393680,0.000000,0.000296,0.000815,0.040000,0.025333,0.015333,41228.000000,41225.000000,41345.000000,41342.000000,0.000000,0.000000,0.000000,0.000000,-24.800000,-64.400000,-31.000000,-46.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.532014,1.991973,1.212437,0.132117,-0.146181,0.717924,0.667653,0.105486,0.222780,0.054017,-0.890206,0.393680,0.000000,0.000222,0.000889,0.040000,0.024000,0.014000,41228.000000,41225.000000,41345.000000,41342.000000,0.000000,0.000000,0.000000,0.000000,-24.866667,-64.600000,-30.000000,-46.466667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.531981,1.992039,1.212456,0.132068,-0.146301,0.717739,0.667836,0.112359,0.222780,0.054017,-0.890206,0.393680,0.000000,0.000148,0.000963,0.040000,0.022667,0.012667,41228.000000,41225.000000,41345.000000,41342.000000,0.000000,0.000000,0.000000,0.000000,-24.933333,-64.800000,-29.000000,-46.733333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.532001,1.992032,1.212460,0.132084,-0.146282,0.717804,0.667767,0.120699,0.222780,0.054017,-0.890206,0.393680,0.000000,0.000074,0.001037,0.040000,0.021333,0.011333,41228.000000,41225.000000,41345.000000,41342.000000,0.000000,0.000000,0.000000,0.000000,-25.000000,-65.000000,-28.000000,-47.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.532021,1.992024,1.212463,0.132101,-0.146263,0.717868,0.667699,0.120784,0.222780,0.054017,-0.890206,0.393680,0.000000,0.000000,0.001111,0.040000,0.020000,0.010000,41228.000000,41225.000000,41345.000000,41342.000000,0.000000,0.000000,0.000000,0.000000,-24.846154,-64.846154,-27.538462,-46.769231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.532041,1.992017,1.212466,0.132118,-0.146243,0.717933,0.667630,0.120888,0.222780,0.054017,-0.890206,0.393680,0.000000,0.000000,0.000889,0.041000,0.018000,0.009000,41228.000000,41225.000000,41345.000000,41342.000000,0.000000,0.000000,0.000000,0.000000,-24.692308,-64.692308,-27.076923,-46.538462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.532053,1.992014,1.212490,0.132048,-0.146289,0.717994,0.667569,0.129028,0.222780,0.054017,-0.890206,0.393680,0.000000,0.000000,0.000667,0.042000,0.016000,0.008000,41228.000000,41225.000000,41345.000000,41342.000000,0.000000,0.000000,0.000000,0.000000,-24.538462,-64.538462,-26.615385,-46.307692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.532000,1.992061,1.212533,0.132022,-0.146395,0.717785,0.667775,0.136528,0.222780,0.054017,-0.890206,0.393680,0.000000,0.000000,0.000444,0.043000,0.014000,0.007000,41228.000000,41225.000000,41345.000000,41342.000000,0.000000,0.000000,0.000000,0.000000,-24.384615,-64.384615,-26.153846,-46.076923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
